Ensembl	Name	Biotype	GeneLength	SumExonLength
ENSMUSG00000104880	Gm47296	miRNA	104	104
ENSMUSG00000006418	Rnf114	protein_coding	23529	3356
ENSMUSG00000006411	Nectin4	protein_coding	18500	3746
ENSMUSG00000006412	Pfdn2	protein_coding	13585	1937
ENSMUSG00000104874	Gm43387	sense_intronic	1066	1066
ENSMUSG00000104875	Gm43397	lincRNA	791	481
ENSMUSG00000104872	1700008B11Rik	antisense	634	634
ENSMUSG00000104873	Gm40332	TEC	938	938
ENSMUSG00000104878	Gm43567	lincRNA	1978	1978
ENSMUSG00000104879	Gm44490	miRNA	127	127
ENSMUSG00000104876	Trdc	TR_C_gene	6018	3865
ENSMUSG00000104877	Gm42651	TEC	1339	1339
ENSMUSG00000104870	4930448I18Rik	lincRNA	4763	736
ENSMUSG00000104871	Gm42639	TEC	1871	1871
ENSMUSG00000104869	Gm42544	TEC	3242	3242
ENSMUSG00000006423	C330007P06Rik	protein_coding	50375	7424
ENSMUSG00000104863	Gm49347	miRNA	111	111
ENSMUSG00000104864	Gm43655	processed_pseudogene	222	222
ENSMUSG00000104861	3110039M20Rik	lincRNA	17709	965
ENSMUSG00000104862	Gm6520	processed_pseudogene	410	410
ENSMUSG00000104867	Gm43728	sense_intronic	2622	2622
ENSMUSG00000104868	Gm9954	TEC	4725	4725
ENSMUSG00000104865	Gm42708	lincRNA	905	905
ENSMUSG00000104866	Gm42948	antisense	22877	578
ENSMUSG00000104860	Gm42510	TEC	2258	2258
ENSMUSG00000031431	Tsc22d3	protein_coding	61132	4341
ENSMUSG00000006476	Nsmf	protein_coding	8527	4896
ENSMUSG00000031432	Prps1	protein_coding	19528	1993
ENSMUSG00000031430	Vsig1	protein_coding	31865	2768
ENSMUSG00000006471	Ndor1	protein_coding	11202	5835
ENSMUSG00000104858	Mir136	miRNA	62	62
ENSMUSG00000104859	A430072C10Rik	TEC	2532	2532
ENSMUSG00000104852	Gm43201	TEC	3416	3416
ENSMUSG00000104853	Olfr375-ps1	unprocessed_pseudogene	249	249
ENSMUSG00000104850	Gm42901	antisense	3171	3171
ENSMUSG00000104851	E030026E10Rik	TEC	2217	2217
ENSMUSG00000104856	Rnu3b3	snoRNA	215	215
ENSMUSG00000104857	Gm26413	scaRNA	126	126
ENSMUSG00000104854	Mir7116	miRNA	70	70
ENSMUSG00000104855	Gm43709	unprocessed_pseudogene	1344	559
ENSMUSG00000031438	Rnf128	protein_coding	109830	3464
ENSMUSG00000031433	Rbm41	protein_coding	109085	6638
ENSMUSG00000031434	Morc4	protein_coding	50046	6051
ENSMUSG00000104849	Gm42924	IG_V_pseudogene	185	185
ENSMUSG00000104847	Gm43177	lincRNA	1212	1107
ENSMUSG00000104848	Gm22149	snoRNA	137	137
ENSMUSG00000006488	Prl7a1	protein_coding	9128	1621
ENSMUSG00000104841	Gm17743	processed_pseudogene	1675	1675
ENSMUSG00000104842	Gm42821	processed_pseudogene	489	489
ENSMUSG00000104840	Mir7230	miRNA	56	56
ENSMUSG00000104845	1700041I07Rik	lincRNA	10516	435
ENSMUSG00000104846	Gm43020	lincRNA	2213	372
ENSMUSG00000104843	Gm5308	processed_pseudogene	1354	1354
ENSMUSG00000104844	Gm47276	miRNA	60	60
ENSMUSG00000031428	Zcchc18	protein_coding	5318	4876
ENSMUSG00000031429	Psmd10	protein_coding	8300	1469
ENSMUSG00000006490	Prl8a9	protein_coding	6612	942
ENSMUSG00000031424	Kir3dl1	protein_coding	16311	1558
ENSMUSG00000031425	Plp1	protein_coding	17063	5551
ENSMUSG00000031422	Morf4l2	protein_coding	10749	3135
ENSMUSG00000031410	Nxf7	protein_coding	19223	2710
ENSMUSG00000104838	Gm43710	processed_pseudogene	452	452
ENSMUSG00000104839	Gm42794	antisense	3530	835
ENSMUSG00000104836	Gm44405	miRNA	126	126
ENSMUSG00000104837	Gm42520	TEC	1502	1502
ENSMUSG00000006457	Actn3	protein_coding	16694	2901
ENSMUSG00000006456	Rbm14	protein_coding	11066	3910
ENSMUSG00000104830	5830487J09Rik	processed_transcript	2448	2243
ENSMUSG00000104831	B020017C02Rik	processed_pseudogene	1688	1688
ENSMUSG00000104834	Gm8861	processed_pseudogene	832	832
ENSMUSG00000104835	Gm5547	lincRNA	1818	797
ENSMUSG00000104832	Igkv15-102	IG_V_pseudogene	287	287
ENSMUSG00000104833	Gm42489	lincRNA	669	669
ENSMUSG00000031411	Prame	protein_coding	14704	2268
ENSMUSG00000006464	Bbs1	protein_coding	19751	7674
ENSMUSG00000006462	A530013C23Rik	lincRNA	37996	5964
ENSMUSG00000006463	Zdhhc24	protein_coding	6730	2916
ENSMUSG00000104827	Gm24826	snoRNA	216	216
ENSMUSG00000104828	Gm42898	TEC	3073	3073
ENSMUSG00000104825	Gm40330	lincRNA	1126	669
ENSMUSG00000104826	Gm42947	lincRNA	5755	675
ENSMUSG00000006469	Slc34a3	protein_coding	5467	2358
ENSMUSG00000104829	Gm43685	antisense	1249	706
ENSMUSG00000104820	Gm44474	miRNA	127	127
ENSMUSG00000104823	Gm43182	TEC	2528	2528
ENSMUSG00000104824	Gm21663	protein_coding	6591	2864
ENSMUSG00000104821	Gm42481	TEC	2178	2178
ENSMUSG00000031409	Tceal6	protein_coding	2001	1114
ENSMUSG00000104822	Gm42967	TEC	2312	2312
ENSMUSG00000031402	Mpp1	protein_coding	21284	5343
ENSMUSG00000031403	Dkc1	protein_coding	13924	4121
ENSMUSG00000031400	G6pdx	protein_coding	19712	3080
ENSMUSG00000118547	AC138676.1	unprocessed_pseudogene	1613	1613
ENSMUSG00000118548	AC125120.1	processed_pseudogene	1285	1285
ENSMUSG00000084688	n-R5s43	rRNA	110	110
ENSMUSG00000118545	AC120787.1	unprocessed_pseudogene	141	141
ENSMUSG00000084689	n-R5s18	rRNA	121	121
ENSMUSG00000118546	CT025683.1	unitary_pseudogene	6649	751
ENSMUSG00000084686	Gm22027	snoRNA	127	127
ENSMUSG00000084684	Gm22026	misc_RNA	281	281
ENSMUSG00000118549	AC114824.1	unprocessed_pseudogene	13908	1391
ENSMUSG00000118540	AL607073.1	unprocessed_pseudogene	14444	873
ENSMUSG00000094010	Vmn1r119	protein_coding	924	924
ENSMUSG00000094011	Vmn1r94	protein_coding	918	918
ENSMUSG00000118543	AC154885.1	unprocessed_pseudogene	240	240
ENSMUSG00000118544	AC161166.1	unitary_pseudogene	3237	480
ENSMUSG00000118541	AC132407.1	protein_coding	186	186
ENSMUSG00000118542	AC117671.1	unprocessed_pseudogene	157	157
ENSMUSG00000094016	Trav15-1-dv6-1	TR_V_gene	616	396
ENSMUSG00000069049	Eif2s3y	protein_coding	18305	4161
ENSMUSG00000094017	Gm13160	processed_pseudogene	627	627
ENSMUSG00000094018	S100a2	protein_coding	31169	3890
ENSMUSG00000070047	Fat1	protein_coding	116811	15655
ENSMUSG00000045078	Rnf216	protein_coding	122102	7182
ENSMUSG00000094012	Gm10024	protein_coding	553	553
ENSMUSG00000069045	Ddx3y	protein_coding	25859	5199
ENSMUSG00000094013	Gm25829	snRNA	107	107
ENSMUSG00000094015	Rps12-ps20	processed_pseudogene	402	402
ENSMUSG00000070044	Fam149a	protein_coding	45575	5954
ENSMUSG00000069041	Slc25a31	protein_coding	17242	2128
ENSMUSG00000084682	Gm22024	misc_RNA	287	287
ENSMUSG00000084683	Gm22025	misc_RNA	302	302
ENSMUSG00000045075	Gm9796	lincRNA	2250	2250
ENSMUSG00000069044	Usp9y	protein_coding	160822	8094
ENSMUSG00000045071	E130308A19Rik	protein_coding	135229	12734
ENSMUSG00000118558	CT010569.1	processed_pseudogene	142	142
ENSMUSG00000118559	A930007A09Rik	protein_coding	3972	3972
ENSMUSG00000118556	CT030159.1	processed_pseudogene	736	736
ENSMUSG00000084678	Gm26020	snRNA	183	183
ENSMUSG00000118557	AC153941.1	processed_pseudogene	425	425
ENSMUSG00000084675	Gm26026	snRNA	123	123
ENSMUSG00000084673	n-R5s191	rRNA	116	116
ENSMUSG00000084674	Gm26027	misc_RNA	268	268
ENSMUSG00000118550	AC135859.1	sense_intronic	1524	1524
ENSMUSG00000070031	Sp140	protein_coding	44660	3328
ENSMUSG00000118551	AL954352.1	processed_transcript	53901	1226
ENSMUSG00000094020	Gm23003	snRNA	107	107
ENSMUSG00000094021	Gm3685	protein_coding	8436	993
ENSMUSG00000118554	AL646049.1	protein_coding	24668	1107
ENSMUSG00000118555	AC150312.1	transcribed_processed_pseudogene	1816	1816
ENSMUSG00000118552	AC124742.1	protein_coding	348	348
ENSMUSG00000118553	Gm38999	protein_coding	1147	558
ENSMUSG00000094027	Gm21762	protein_coding	1355	830
ENSMUSG00000094028	Ighd4-1	IG_D_gene	11	11
ENSMUSG00000094029	Ighv3-3	IG_V_gene	437	350
ENSMUSG00000070034	Sp110	protein_coding	21919	6781
ENSMUSG00000094023	Trav7d-4	TR_V_gene	640	451
ENSMUSG00000094024	Esp18	protein_coding	4634	1257
ENSMUSG00000094025	Gm8879	protein_coding	4854	1125
ENSMUSG00000045065	9930022D16Rik	protein_coding	6489	2706
ENSMUSG00000094026	Gm23002	snRNA	107	107
ENSMUSG00000084671	Gm26023	misc_RNA	313	313
ENSMUSG00000045064	Zc2hc1c	protein_coding	25073	4632
ENSMUSG00000069053	Uba1y	protein_coding	25576	4045
ENSMUSG00000045062	Pcdhb7	protein_coding	3501	3501
ENSMUSG00000118569	AC175464.1	unprocessed_pseudogene	1694	592
ENSMUSG00000021090	Lrrc9	protein_coding	88885	7666
ENSMUSG00000118568	AC122843.1	processed_pseudogene	169	169
ENSMUSG00000021091	Serpina3n	protein_coding	7601	2064
ENSMUSG00000021094	Dhrs7	protein_coding	14557	3541
ENSMUSG00000021095	Gsc	protein_coding	2122	1268
ENSMUSG00000070063	Snora33	snoRNA	129	129
ENSMUSG00000118561	AC102368.2	processed_pseudogene	427	427
ENSMUSG00000021096	Ppm1a	protein_coding	42365	12829
ENSMUSG00000118562	AC159140.1	processed_pseudogene	1027	1027
ENSMUSG00000021097	Clmn	protein_coding	101960	12409
ENSMUSG00000021098	4930447C04Rik	protein_coding	59666	5981
ENSMUSG00000118560	Lim2	protein_coding	5909	884
ENSMUSG00000021099	Six6	protein_coding	5008	4009
ENSMUSG00000118565	AC099642.1	processed_pseudogene	2359	2359
ENSMUSG00000118566	BX284648.1	unprocessed_pseudogene	243	243
ENSMUSG00000118563	AL732309.1	unitary_pseudogene	59919	1981
ENSMUSG00000070065	Mir451a	miRNA	72	72
ENSMUSG00000045055	Rpsa-ps2	processed_pseudogene	880	880
ENSMUSG00000045052	Prlhr	protein_coding	1573	1573
ENSMUSG00000045053	Kcng3	protein_coding	45939	3356
ENSMUSG00000118578	AL845275.1	protein_coding	818	818
ENSMUSG00000069080	Lcn11	protein_coding	3263	652
ENSMUSG00000118579	AC162945.1	unprocessed_pseudogene	10420	344
ENSMUSG00000021081	Serpina1f	protein_coding	7486	3185
ENSMUSG00000084696	Gm24892	snRNA	104	104
ENSMUSG00000118572	AC122821.1	processed_pseudogene	615	615
ENSMUSG00000118573	AL671118.1	processed_pseudogene	265	265
ENSMUSG00000021086	Ccdc175	protein_coding	83730	2622
ENSMUSG00000118570	AL928616.2	unprocessed_pseudogene	7793	690
ENSMUSG00000021087	Rtn1	protein_coding	197303	4980
ENSMUSG00000118571	AL590969.1	unprocessed_pseudogene	151	151
ENSMUSG00000118576	AC117663.1	unprocessed_pseudogene	11602	749
ENSMUSG00000118574	AC136456.1	unprocessed_pseudogene	81	81
ENSMUSG00000094005	Gm12625	unprocessed_pseudogene	382	382
ENSMUSG00000094006	Igkv4-59	IG_V_gene	540	368
ENSMUSG00000094007	Gm24169	miRNA	110	110
ENSMUSG00000094008	Gm24168	snRNA	107	107
ENSMUSG00000045048	Gm9795	processed_pseudogene	693	693
ENSMUSG00000094001	Vmn1r122	protein_coding	918	918
ENSMUSG00000070056	Mfhas1	protein_coding	91652	6666
ENSMUSG00000045045	Lrfn4	protein_coding	3883	3366
ENSMUSG00000118580	AC156564.1	unprocessed_pseudogene	10433	244
ENSMUSG00000094002	Gm9866	lincRNA	109684	12327
ENSMUSG00000094003	n-R5s128	rRNA	119	119
ENSMUSG00000094004	Gm5128	protein_coding	10110	3844
ENSMUSG00000069074	Gm10258	TEC	2123	2123
ENSMUSG00000084693	Gm24894	snoRNA	118	118
ENSMUSG00000084694	Gm24893	misc_RNA	369	369
ENSMUSG00000084691	Gm24895	snoRNA	74	74
ENSMUSG00000094009	Gm24167	miRNA	124	124
ENSMUSG00000084690	Gm24896	snoRNA	135	135
ENSMUSG00000069072	Slc7a14	protein_coding	107521	9829
ENSMUSG00000060679	Mrps9	protein_coding	54451	5763
ENSMUSG00000084646	Gm24381	snRNA	104	104
ENSMUSG00000084647	Gm24382	snRNA	107	107
ENSMUSG00000084644	Gm24379	misc_RNA	86	86
ENSMUSG00000118589	CR974473.1	unprocessed_pseudogene	67	67
ENSMUSG00000084645	Gm24380	misc_RNA	324	324
ENSMUSG00000059689	Zfp637	protein_coding	4777	2565
ENSMUSG00000084642	Gm24384	snRNA	75	75
ENSMUSG00000059687	Olfr108	protein_coding	1038	1038
ENSMUSG00000084643	Gm24385	misc_RNA	350	350
ENSMUSG00000084640	Gm24383	misc_RNA	333	333
ENSMUSG00000084641	n-R5s21	rRNA	117	117
ENSMUSG00000118583	AC087801.2	unprocessed_pseudogene	1232	514
ENSMUSG00000060671	Atp8b2	protein_coding	24028	8561
ENSMUSG00000118584	AC161374.1	unprocessed_pseudogene	6296	466
ENSMUSG00000060673	4930595M18Rik	protein_coding	38547	2644
ENSMUSG00000118581	AC119183.1	unitary_pseudogene	39690	795
ENSMUSG00000118582	AC157997.1	unprocessed_pseudogene	55	55
ENSMUSG00000118587	AC132945.1	unprocessed_pseudogene	93	93
ENSMUSG00000060675	Plaat3	protein_coding	31087	6396
ENSMUSG00000118588	AC142112.1	unprocessed_pseudogene	3436	1170
ENSMUSG00000118585	AC110885.1	unprocessed_pseudogene	132	132
ENSMUSG00000084648	Gm24378	snRNA	106	106
ENSMUSG00000118586	AC156021.1	processed_pseudogene	5734	5734
ENSMUSG00000084649	n-R5s76	rRNA	113	113
ENSMUSG00000060678	H4c3	protein_coding	820	820
ENSMUSG00000070003	Ssbp4	protein_coding	11383	3164
ENSMUSG00000069008	Gm5537	processed_pseudogene	1252	1252
ENSMUSG00000118590	AC167036.1	protein_coding	5591	1120
ENSMUSG00000118591	AC147806.1	protein_coding	891	891
ENSMUSG00000070002	Ell	protein_coding	53402	3108
ENSMUSG00000070000	Fcho1	protein_coding	17330	4467
ENSMUSG00000084635	Gm23883	misc_RNA	290	290
ENSMUSG00000084636	Gm23884	misc_RNA	294	294
ENSMUSG00000084633	Gm23886	misc_RNA	313	313
ENSMUSG00000084631	Gm23885	misc_RNA	294	294
ENSMUSG00000084632	Gm23887	snRNA	172	172
ENSMUSG00000059695	1700019M22Rik	processed_pseudogene	354	354
ENSMUSG00000084630	n-R5s159	rRNA	120	120
ENSMUSG00000118594	AC163680.1	unprocessed_pseudogene	160	160
ENSMUSG00000118595	AC118632.1	processed_pseudogene	207	207
ENSMUSG00000118592	AC154573.1	unprocessed_pseudogene	3776	514
ENSMUSG00000118593	AL928965.1	unitary_pseudogene	705	272
ENSMUSG00000060685	Fthl17c	protein_coding	850	850
ENSMUSG00000118598	AL645467.1	unprocessed_pseudogene	556	556
ENSMUSG00000084639	Gm23888	misc_RNA	253	253
ENSMUSG00000118599	AC122792.1	unitary_pseudogene	2983	232
ENSMUSG00000059690	1700020N15Rik	protein_coding	679	525
ENSMUSG00000084637	n-R5s14	rRNA	107	107
ENSMUSG00000118596	AL606971.1	unprocessed_pseudogene	76	76
ENSMUSG00000060688	Olfr292	protein_coding	9178	3211
ENSMUSG00000118597	AC134836.1	unprocessed_pseudogene	26098	476
ENSMUSG00000084638	Gm23889	snRNA	104	104
ENSMUSG00000069014	Gm5641	transcribed_processed_pseudogene	1488	1488
ENSMUSG00000060680	Gm8894	processed_pseudogene	666	666
ENSMUSG00000060681	Slc9a6	protein_coding	54474	5098
ENSMUSG00000069011	Gm10254	processed_pseudogene	867	867
ENSMUSG00000084668	Gm24633	snoRNA	65	65
ENSMUSG00000084669	Gm23206	snRNA	184	184
ENSMUSG00000084666	Gm23211	misc_RNA	308	308
ENSMUSG00000084667	Gm23212	snoRNA	60	60
ENSMUSG00000084664	Gm23213	misc_RNA	313	313
ENSMUSG00000084665	Gm23214	snRNA	157	157
ENSMUSG00000084663	Mir1900	miRNA	78	78
ENSMUSG00000060699	Vmn1r35	protein_coding	7837	2319
ENSMUSG00000070025	Gm10284	processed_pseudogene	1005	1005
ENSMUSG00000070023	Gm10283	protein_coding	73175	354
ENSMUSG00000060691	Krtap19-1	protein_coding	495	495
ENSMUSG00000045098	Kmt5b	protein_coding	50883	14752
ENSMUSG00000084660	n-R5s61	rRNA	118	118
ENSMUSG00000069020	Urm1	protein_coding	24928	4275
ENSMUSG00000084661	Gm24635	snRNA	128	128
ENSMUSG00000045094	Arhgef37	protein_coding	44938	5870
ENSMUSG00000045095	Magi1	protein_coding	608463	10579
ENSMUSG00000045092	S1pr1	protein_coding	4640	3046
ENSMUSG00000045091	Aqp12	protein_coding	5936	1088
ENSMUSG00000084658	Gm22721	miRNA	83	83
ENSMUSG00000084653	Gm26091	snRNA	82	82
ENSMUSG00000084654	n-R5s150	rRNA	108	108
ENSMUSG00000084651	Mir1904	miRNA	80	80
ENSMUSG00000084652	Gm22717	snRNA	171	171
ENSMUSG00000084659	Gm22720	snRNA	87	87
ENSMUSG00000069038	H2al1j	protein_coding	330	330
ENSMUSG00000045087	S1pr5	protein_coding	5532	2500
ENSMUSG00000069036	Sry	protein_coding	1188	1188
ENSMUSG00000084650	Gm22718	misc_RNA	315	315
ENSMUSG00000045083	Lingo2	protein_coding	1245101	8297
ENSMUSG00000084602	n-R5s34	rRNA	116	116
ENSMUSG00000059647	Cbx3-ps7	processed_pseudogene	552	552
ENSMUSG00000084603	Gm22204	misc_RNA	327	327
ENSMUSG00000060636	Rpl35a	protein_coding	3737	3526
ENSMUSG00000084600	Gm22201	miRNA	59	59
ENSMUSG00000059645	Gm7361	protein_coding	6618	2995
ENSMUSG00000084601	Gm23111	snRNA	105	105
ENSMUSG00000060639	H4c9	protein_coding	727	727
ENSMUSG00000084608	Gm22198	misc_RNA	307	307
ENSMUSG00000021032	Ngb	protein_coding	5009	1723
ENSMUSG00000060630	Zfp735	protein_coding	25021	3906
ENSMUSG00000084609	Gm22199	misc_RNA	126	126
ENSMUSG00000021033	Gstz1	protein_coding	17559	5088
ENSMUSG00000084606	Gm23118	snRNA	187	187
ENSMUSG00000084607	Gm22208	snRNA	110	110
ENSMUSG00000021036	Sptlc2	protein_coding	83298	8115
ENSMUSG00000084604	Gm22205	snoRNA	71	71
ENSMUSG00000021037	Ahsa1	protein_coding	7520	4377
ENSMUSG00000084605	Gm23837	misc_RNA	286	286
ENSMUSG00000021038	Vipas39	protein_coding	27389	3933
ENSMUSG00000021039	Snw1	protein_coding	23200	6586
ENSMUSG00000035671	Zswim4	protein_coding	26378	4625
ENSMUSG00000035673	Sbno2	protein_coding	48580	10715
ENSMUSG00000035674	Ndufa3	protein_coding	2955	1022
ENSMUSG00000059648	Rnase11	protein_coding	713	713
ENSMUSG00000035678	Tnfsf9	protein_coding	2433	1290
ENSMUSG00000059657	Stfa2l1	protein_coding	5143	419
ENSMUSG00000059658	Gm16379	processed_pseudogene	348	348
ENSMUSG00000060647	Gm7099	processed_pseudogene	554	554
ENSMUSG00000059654	Reg1	protein_coding	5957	904
ENSMUSG00000021022	Ppp2r3c	protein_coding	24008	5923
ENSMUSG00000021023	Prorp	protein_coding	82957	4452
ENSMUSG00000021024	Psma6	protein_coding	34233	1234
ENSMUSG00000021025	Nfkbia	protein_coding	3238	1610
ENSMUSG00000021027	Ralgapa1	protein_coding	218272	12315
ENSMUSG00000021028	Mbip	protein_coding	17592	1690
ENSMUSG00000035666	Gtf3c4	protein_coding	18062	7230
ENSMUSG00000059659	Gm10069	antisense	64525	4370
ENSMUSG00000084624	n-R5s189	rRNA	114	114
ENSMUSG00000059668	Krt4	protein_coding	6201	2133
ENSMUSG00000060657	Marf1	protein_coding	54179	10153
ENSMUSG00000084625	Gm25544	snoRNA	120	120
ENSMUSG00000059669	Taf1b	protein_coding	60181	2624
ENSMUSG00000084622	Gm25545	misc_RNA	323	323
ENSMUSG00000084620	Gm25103	misc_RNA	318	318
ENSMUSG00000084621	Gm25106	snRNA	134	134
ENSMUSG00000059663	Samt2b	protein_coding	4168	919
ENSMUSG00000021010	Npas3	protein_coding	824019	6527
ENSMUSG00000084628	Gm22613	misc_RNA	292	292
ENSMUSG00000021012	Zc3h14	protein_coding	40790	7891
ENSMUSG00000021013	Ttc8	protein_coding	62665	3782
ENSMUSG00000084629	Gm25112	snRNA	104	104
ENSMUSG00000084627	Gm25543	misc_RNA	312	312
ENSMUSG00000021018	Polr2h	protein_coding	4603	1509
ENSMUSG00000035651	4930480E11Rik	protein_coding	1486	1486
ENSMUSG00000035653	Lrfn5	protein_coding	335193	9540
ENSMUSG00000084613	n-R5s164	rRNA	112	112
ENSMUSG00000084611	Gm24371	misc_RNA	267	267
ENSMUSG00000084612	n-R5s6	rRNA	88	88
ENSMUSG00000035649	Zcchc7	protein_coding	176339	9612
ENSMUSG00000084610	Gm25052	snRNA	158	158
ENSMUSG00000059674	Cdh24	protein_coding	10134	3489
ENSMUSG00000084619	Gm25045	snRNA	99	99
ENSMUSG00000021000	Mia2	protein_coding	95785	11239
ENSMUSG00000060663	Olfr175	protein_coding	3121	1209
ENSMUSG00000084617	Gm22073	snRNA	189	189
ENSMUSG00000021003	Galc	protein_coding	57166	14879
ENSMUSG00000084616	Gm25047	snRNA	104	104
ENSMUSG00000021007	Spata7	protein_coding	41659	10088
ENSMUSG00000021009	Ptpn21	protein_coding	60665	7897
ENSMUSG00000035640	Cbarp	protein_coding	10385	4996
ENSMUSG00000035642	Aamdc	protein_coding	29167	3833
ENSMUSG00000059602	Syn3	protein_coding	443772	12282
ENSMUSG00000118503	AC141882.1	unitary_pseudogene	4600	188
ENSMUSG00000118504	4933434E20Rik	protein_coding	13166	3018
ENSMUSG00000118501	AC020971.1	unprocessed_pseudogene	1516	1516
ENSMUSG00000118502	AL645861.1	unitary_pseudogene	2683	561
ENSMUSG00000118507	AL807811.1	unprocessed_pseudogene	257	257
ENSMUSG00000021070	Bdkrb2	protein_coding	32012	3792
ENSMUSG00000118508	AL732291.1	unprocessed_pseudogene	615	615
ENSMUSG00000021071	Trim9	protein_coding	103082	14741
ENSMUSG00000118505	ETV3L	protein_coding	11011	2248
ENSMUSG00000021072	Tmx1	protein_coding	14946	3299
ENSMUSG00000118506	1700094D03Rik	protein_coding	5552	3097
ENSMUSG00000021076	Actr10	protein_coding	26862	9726
ENSMUSG00000021078	Tomm20l	protein_coding	11794	720
ENSMUSG00000021079	Timm9	protein_coding	13512	4282
ENSMUSG00000118500	AC211878.1	processed_pseudogene	322	322
ENSMUSG00000045038	Prkce	protein_coding	490135	7261
ENSMUSG00000045039	Megf8	protein_coding	48754	10159
ENSMUSG00000045036	Tmem232	protein_coding	284784	3134
ENSMUSG00000045034	Ankrd34b	protein_coding	15763	4748
ENSMUSG00000045030	Olfr1443	protein_coding	5740	4397
ENSMUSG00000045031	Cetn4	protein_coding	4960	4032
ENSMUSG00000118509	AL671885.1	unprocessed_pseudogene	4268	353
ENSMUSG00000059606	Rnase2b	protein_coding	759	759
ENSMUSG00000118514	AC087801.1	unprocessed_pseudogene	1204	816
ENSMUSG00000118515	AL627257.1	processed_pseudogene	1330	1330
ENSMUSG00000118512	AC160993.1	processed_pseudogene	123	123
ENSMUSG00000118513	AC141640.1	unprocessed_pseudogene	1807	350
ENSMUSG00000118518	AC074312.1	unitary_pseudogene	7171	437
ENSMUSG00000118519	AC163638.2	antisense	74090	1190
ENSMUSG00000059610	Olfr222	protein_coding	5981	2474
ENSMUSG00000021061	Sptb	protein_coding	130060	12147
ENSMUSG00000118516	AC118710.1	polymorphic_pseudogene	5860	3250
ENSMUSG00000118517	AL772407.1	processed_pseudogene	496	496
ENSMUSG00000021062	Rab15	protein_coding	24949	4614
ENSMUSG00000021065	Fut8	protein_coding	238214	7902
ENSMUSG00000021066	Atl1	protein_coding	73804	9175
ENSMUSG00000118510	AC131980.1	processed_pseudogene	408	408
ENSMUSG00000021067	Sav1	protein_coding	21991	5265
ENSMUSG00000118511	AL732295.1	processed_pseudogene	302	302
ENSMUSG00000021068	Nin	protein_coding	102283	17095
ENSMUSG00000060600	Eno3	protein_coding	5312	1739
ENSMUSG00000021069	Pygl	protein_coding	40678	6895
ENSMUSG00000060601	Nr1h2	protein_coding	4336	3354
ENSMUSG00000045027	Prss22	protein_coding	4567	1324
ENSMUSG00000045022	H2bl1	protein_coding	481	481
ENSMUSG00000118525	AC121573.1	processed_pseudogene	844	844
ENSMUSG00000060613	Cyp2c70	protein_coding	33981	1981
ENSMUSG00000059625	Sohlh1	protein_coding	4254	1289
ENSMUSG00000118526	AL831766.1	unitary_pseudogene	57788	577
ENSMUSG00000118523	AC158912.1	transcribed_unitary_pseudogene	7129	676
ENSMUSG00000060615	Ang4	protein_coding	9713	709
ENSMUSG00000118524	AL683809.1	processed_pseudogene	171	171
ENSMUSG00000059623	Olfr39	protein_coding	5228	2028
ENSMUSG00000118529	AC140982.1	processed_pseudogene	1489	644
ENSMUSG00000118527	AC170598.1	unprocessed_pseudogene	18348	2094
ENSMUSG00000118528	AC166256.1	protein_coding	19153	129
ENSMUSG00000021051	Ppp2r5e	protein_coding	145365	5343
ENSMUSG00000021054	Sgpp1	protein_coding	21481	5649
ENSMUSG00000021055	Esr2	protein_coding	56841	3368
ENSMUSG00000118521	AL928616.1	processed_pseudogene	16290	305
ENSMUSG00000021056	Tex21	protein_coding	48061	2425
ENSMUSG00000118522	CAAA01077340.1	protein_coding	10152	1364
ENSMUSG00000021057	Akap5	protein_coding	9263	6824
ENSMUSG00000118520	AC140192.1	processed_pseudogene	1978	1978
ENSMUSG00000045019	Acer1	protein_coding	28637	2429
ENSMUSG00000045013	Olfr711	protein_coding	5760	4724
ENSMUSG00000045010	Gm4779	protein_coding	4371	2364
ENSMUSG00000035692	Isg15	protein_coding	1342	703
ENSMUSG00000035694	Caps2	protein_coding	52935	3422
ENSMUSG00000035696	Rnf38	protein_coding	107580	8336
ENSMUSG00000035697	Arhgap45	protein_coding	14820	4478
ENSMUSG00000059626	Rhox3e	protein_coding	9064	1053
ENSMUSG00000035699	Slc51a	protein_coding	13376	3198
ENSMUSG00000118536	AL592545.1	unprocessed_pseudogene	189	189
ENSMUSG00000118537	Shld3	protein_coding	4718	1609
ENSMUSG00000118534	AC102368.1	processed_pseudogene	174	174
ENSMUSG00000118535	AC133946.1	unitary_pseudogene	7727	414
ENSMUSG00000059631	1500035N22Rik	lincRNA	12327	865
ENSMUSG00000059632	Krtap8-1	protein_coding	574	574
ENSMUSG00000118538	AC108942.1	unprocessed_pseudogene	2686	970
ENSMUSG00000118539	AC160532.1	processed_pseudogene	189	189
ENSMUSG00000021040	Slirp	protein_coding	8311	3104
ENSMUSG00000021044	Adck1	protein_coding	101171	5549
ENSMUSG00000045009	Prrt3	protein_coding	8293	4588
ENSMUSG00000118532	BX842667.1	unprocessed_pseudogene	152	152
ENSMUSG00000060621	Nkpd1	protein_coding	7219	2916
ENSMUSG00000118533	AC132410.1	processed_pseudogene	387	387
ENSMUSG00000045007	Tubg2	protein_coding	5881	1754
ENSMUSG00000021047	Nova1	protein_coding	124413	8747
ENSMUSG00000118530	AC126262.1	processed_pseudogene	141	141
